player_id,name,firstname,lastname,photo,dob,age,nationality,height,weight,position,current_team,team_id,team_logo,last_season,kit_number
380681,D. Mukasa,Divine,Tayon Mahogany Mukasa,https://media.api-sports.io/football/players/380681.png,2007-08-22,18.0,England,180.0,,Midfielder,Manchester City,50,https://media.api-sports.io/football/teams/50.png,2025,
13736,D. Muñoz,Daniel,Muñoz Mejía,https://media.api-sports.io/football/players/13736.png,1996-05-26,29.0,Colombia,180.0,73.0,Midfielder,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2025,2.0
265782,D. Møller Wolfe,David,Møller Wolfe,https://media.api-sports.io/football/players/265782.png,2002-04-23,23.0,Norway,185.0,78.0,Midfielder,Wolves,39,https://media.api-sports.io/football/teams/39.png,2025,6.0
48648,D. Ndoye,Dan Assane,Ndoye,https://media.api-sports.io/football/players/48648.png,2000-10-25,25.0,Switzerland,184.0,79.0,Midfielder,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2025,14.0
19910,D. Neil,Daniel,Neil,https://media.api-sports.io/football/players/19910.png,2001-11-30,24.0,England,185.0,62.0,Midfielder,Sunderland,746,https://media.api-sports.io/football/teams/746.png,2025,
51617,D. Núñez,Darwin Gabriel,Núñez Ribeiro,https://media.api-sports.io/football/players/51617.png,1999-06-24,26.0,Uruguay,187.0,81.0,Attacker,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2024,
17597,D. O&apos;Shea,Dara Joseph,O'Shea,https://media.api-sports.io/football/players/17597.png,1999-03-04,26.0,Republic of Ireland,189.0,75.0,Defender,Ipswich,57,https://media.api-sports.io/football/teams/57.png,2024,
305,D. Origi,Divock,Okoth Origi,https://media.api-sports.io/football/players/305.png,1995-04-18,30.0,Belgium,185.0,75.0,Attacker,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
327602,D. Osong,Detlef Esapa,Osong,https://media.api-sports.io/football/players/327602.png,2004-09-21,21.0,England,,,Attacker,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
284797,D. Ouattara,Dango Aboubacar Faissal,Ouattara,https://media.api-sports.io/football/players/284797.png,2002-02-11,23.0,Burkina Faso,177.0,71.0,Midfielder,Brentford,55,https://media.api-sports.io/football/teams/55.png,2025,19.0
304320,D. Ozoh,David Ikechukwu,Ozoh,https://media.api-sports.io/football/players/304320.png,2005-05-06,20.0,England,190.0,68.0,Midfielder,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2024,
50892,D. Pereira,Dion Enrico,Pereira Greives,https://media.api-sports.io/football/players/50892.png,1999-03-25,26.0,England,180.0,77.0,Midfielder,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
19756,D. Potts,Daniel,Potts,https://media.api-sports.io/football/players/19756.png,1994-04-13,31.0,England,172.0,70.0,Defender,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
2925,D. Praet,Dennis Pierre Jacques Albert,Praet,https://media.api-sports.io/football/players/2925.png,1994-05-14,31.0,Belgium,181.0,78.0,Midfielder,Leicester,46,https://media.api-sports.io/football/teams/46.png,2024,
19229,D. Randolph,Darren Edward Andrew,Randolph,https://media.api-sports.io/football/players/19229.png,1987-05-12,37.0,Republic of Ireland,188.0,98.0,Goalkeeper,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2024,
162114,D. Rankine,Dion Joseph,Rankine,https://media.api-sports.io/football/players/162114.png,2002-10-15,23.0,England,170.0,63.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2022,
38731,D. Reiziger,Daan,Reiziger,https://media.api-sports.io/football/players/38731.png,2001-06-18,24.0,Netherlands,184.0,69.0,Goalkeeper,Vitesse,200,https://media.api-sports.io/football/teams/200.png,2022,
2937,D. Rice,Declan,Rice,https://media.api-sports.io/football/players/2937.png,1999-01-14,26.0,England,188.0,84.0,Midfielder,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2025,41.0
411808,D. Richards,Dujuan Odile,Richards,https://media.api-sports.io/football/players/411808.png,2005-11-10,20.0,Jamaica,189.0,,Attacker,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
334725,D. Sadi,Dominic,Sadi,https://media.api-sports.io/football/players/334725.png,2003-09-02,22.0,England,174.0,65.0,Attacker,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,
445918,D. Sasnauskas,Dovydas,Sasnauskas,https://media.api-sports.io/football/players/445918.png,2007-02-16,18.0,Lithuania,,,Defender,Sheffield Utd,62,https://media.api-sports.io/football/teams/62.png,2023,
284212,D. Sassi,Daniel,Sassi,https://media.api-sports.io/football/players/284212.png,2003-12-08,22.0,England,,,Defender,Burnley,44,https://media.api-sports.io/football/teams/44.png,2023,
162552,D. Scarlett,Dane Pharrell,Scarlett,https://media.api-sports.io/football/players/162552.png,2004-03-24,21.0,England,180.0,76.0,Attacker,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2025,
152949,D. Simeu,Dynel Brown,Kembo Simeu,https://media.api-sports.io/football/players/152949.png,2002-03-13,23.0,England,186.0,83.0,Defender,Southampton,41,https://media.api-sports.io/football/teams/41.png,2022,
18883,D. Solanke,Dominic Ayodele,Solanke-Mitchell,https://media.api-sports.io/football/players/18883.png,1997-09-14,28.0,England,187.0,80.0,Attacker,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2025,19.0
19235,D. Spence,Diop Tehuti,Djed-Hotep Spence,https://media.api-sports.io/football/players/19235.png,2000-08-09,25.0,England,185.0,71.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2025,24.0
1096,D. Szoboszlai,Dominik,Szoboszlai,https://media.api-sports.io/football/players/1096.png,2000-10-25,25.0,Hungary,186.0,74.0,Midfielder,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2025,8.0
168,D. Sánchez,Davinson,Sánchez Mina,https://media.api-sports.io/football/players/168.png,1996-06-12,29.0,Colombia,187.0,81.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2023,
339138,D. Taylor,Dale,Taylor,https://media.api-sports.io/football/players/339138.png,2003-12-12,22.0,Northern Ireland,,,Attacker,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
204039,D. Udogie,Iyenoma Destiny,Udogie,https://media.api-sports.io/football/players/204039.png,2002-11-28,23.0,Italy,186.0,73.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2025,13.0
26475,D. Undav,Deniz,Undav,https://media.api-sports.io/football/players/26475.png,1996-07-19,29.0,Germany,179.0,86.0,Attacker,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
18146,D. Ward,Daniel,Ward,https://media.api-sports.io/football/players/18146.png,1993-06-22,32.0,Wales,191.0,88.0,Goalkeeper,Leicester,46,https://media.api-sports.io/football/teams/46.png,2024,
1469,D. Welbeck,Daniel Nii,Tackie Mensah Welbeck,https://media.api-sports.io/football/players/1469.png,1990-11-26,35.0,England,185.0,73.0,Attacker,Brighton,51,https://media.api-sports.io/football/teams/51.png,2025,18.0
2810,D. Zakaria,Denis Lemi,Zakaria Lako Lado,https://media.api-sports.io/football/players/2810.png,1996-11-20,29.0,Switzerland,191.0,76.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2022,
547,D. van de Beek,Donny,van de Beek,https://media.api-sports.io/football/players/547.png,1997-04-18,28.0,Netherlands,184.0,76.0,Midfielder,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
282903,D. van den Heuvel,Tristan Danique,van den Heuvel,https://media.api-sports.io/football/players/282903.png,2003-05-28,22.0,Netherlands,186.0,73.0,Goalkeeper,Leeds,63,https://media.api-sports.io/football/teams/63.png,2022,
1902,D. Ćaleta-Car,Duje,Ćaleta-Car,https://media.api-sports.io/football/players/1902.png,1996-09-17,29.0,Croatia,192.0,89.0,Defender,Southampton,41,https://media.api-sports.io/football/teams/41.png,2024,
407026,Daniel Armer,Daniel James,Armer,https://media.api-sports.io/football/players/407026.png,2007-10-22,18.0,Scotland,,,Defender,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
154807,Daniel Chesters,Daniel,Chesters,https://media.api-sports.io/football/players/154807.png,2002-04-04,23.0,England,177.0,68.0,Midfielder,West Ham,48,https://media.api-sports.io/football/teams/48.png,2023,
196856,Daniel Edward Peter Imray,Daniel Edward Peter,Imray,https://media.api-sports.io/football/players/196856.png,2003-07-27,22.0,England,178.0,,Defender,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2025,
303010,Daniel Gore,Daniel,Gore,https://media.api-sports.io/football/players/303010.png,2004-09-26,21.0,England,170.0,62.0,Midfielder,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
2288,Daniel Noel Drinkwater,Daniel Noel,Drinkwater,https://media.api-sports.io/football/players/2288.png,1990-03-05,32.0,England,178.0,79.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2022,
1605,Daniel Podence,Daniel,Castelo Podence,https://media.api-sports.io/football/players/1605.png,1995-10-21,30.0,Portugal,165.0,58.0,Attacker,Wolves,39,https://media.api-sports.io/football/teams/39.png,2024,
275170,Danilo,Danilo,dos Santos de Oliveira,https://media.api-sports.io/football/players/275170.png,2001-04-29,24.0,Brazil,176.0,69.0,Midfielder,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
284417,Dante Jamel Cassanova,Dante Jamel,Cassanova,https://media.api-sports.io/football/players/284417.png,2004-06-21,21.0,England,179.0,66.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2024,
19465,David Raya,David,Raya Martin,https://media.api-sports.io/football/players/19465.png,1995-09-15,30.0,Spain,183.0,80.0,Goalkeeper,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2025,1.0
882,David de Gea,David,de Gea Quintana,https://media.api-sports.io/football/players/882.png,1990-11-07,35.0,Spain,192.0,76.0,Goalkeeper,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2023,
415001,Deivid Washington,Deivid Washington,de Souza Eugênio,https://media.api-sports.io/football/players/415001.png,2005-06-05,20.0,Brazil,188.0,74.0,Attacker,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
327728,Delano McCoy-Splatt\t,Delano,McCoy-Splatt,https://media.api-sports.io/football/players/327728.png,2004-10-11,21.0,Jamaica,,,Midfielder,Fulham,36,https://media.api-sports.io/football/teams/36.png,2023,
284382,Dermot William Mee,Dermot William,Mee,https://media.api-sports.io/football/players/284382.png,2002-11-20,23.0,Northern Ireland,183.0,,Goalkeeper,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
297635,Devan Austin Tanton Pedraza,Devan,Austin Tanton Pedraza,https://media.api-sports.io/football/players/297635.png,2004-01-03,21.0,Colombia,176.0,74.0,Defender,Fulham,36,https://media.api-sports.io/football/teams/36.png,2024,
21090,Diego Carlos,Diego Carlos,Santos Silva,https://media.api-sports.io/football/players/21090.png,1993-03-15,32.0,Brazil,186.0,79.0,Defender,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2024,
54,Diego Costa,Diego,da Silva Costa,https://media.api-sports.io/football/players/54.png,1988-10-07,37.0,Spain,188.0,83.0,Attacker,Wolves,39,https://media.api-sports.io/football/teams/39.png,2023,
47302,Diego Llorente,Diego Javier,Llorente Ríos,https://media.api-sports.io/football/players/47302.png,1993-08-16,32.0,Spain,186.0,75.0,Defender,Leeds,63,https://media.api-sports.io/football/teams/63.png,2022,
335056,Diego Moreira,Diego Manuel Jadon,da Silva Moreira,https://media.api-sports.io/football/players/335056.png,2004-08-06,21.0,Portugal,179.0,73.0,Attacker,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
886,Diogo Dalot,José Diogo,Dalot Teixeira,https://media.api-sports.io/football/players/886.png,1999-03-18,26.0,Portugal,183.0,78.0,Midfielder,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2025,2.0
2678,Diogo Jota,Diogo José,Teixeira da Silva,https://media.api-sports.io/football/players/2678.png,1996-12-04,29.0,Portugal,178.0,68.0,Attacker,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2024,
296085,Diogo Monteiro,Diogo,Pinheiro Monteiro,https://media.api-sports.io/football/players/296085.png,2005-01-28,20.0,Portugal,184.0,75.0,Defender,Leeds,63,https://media.api-sports.io/football/teams/63.png,2022,
456129,Dominic Martins,Dominic,dos Santos Martins,https://media.api-sports.io/football/players/456129.png,2005-10-13,19.0,Portugal,,,Midfielder,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
47522,Douglas Luiz,Douglas Luiz,Soares de Paulo,https://media.api-sports.io/football/players/47522.png,1998-05-09,27.0,Brazil,175.0,66.0,Midfielder,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2025,21.0
352210,Dylan Charlton,Dylan,Charlton,https://media.api-sports.io/football/players/352210.png,2006-07-02,19.0,Iceland,,,Defender,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2024,
284260,Dylan Williams,Dylan,Williams,https://media.api-sports.io/football/players/284260.png,2003-09-13,22.0,England,,,Defender,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
308678,Dário Essugo,Dário Cassia Luís,Essugo,https://media.api-sports.io/football/players/308678.png,2005-03-14,20.0,Portugal,178.0,79.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2025,14.0
17641,E. Adebayo,Elijah Anuoluwapo Oluwaferanmi,Ayomikulehin Adebayo,https://media.api-sports.io/football/players/17641.png,1998-01-07,27.0,England,193.0,89.0,Attacker,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
135068,E. Agbadou,Emmanuel Elysee,Djedje Agbadou Badobre,https://media.api-sports.io/football/players/135068.png,1997-06-17,28.0,Côte d'Ivoire,192.0,80.0,Defender,Wolves,39,https://media.api-sports.io/football/teams/39.png,2025,
361388,E. Agyei,Enock,Atta Agyei,https://media.api-sports.io/football/players/361388.png,2005-01-13,20.0,Belgium,172.0,,Attacker,Burnley,44,https://media.api-sports.io/football/teams/44.png,2025,7.0
2279,E. Ampadu,Ethan Kwame Colm Raymond,Ampadu,https://media.api-sports.io/football/players/2279.png,2000-09-14,25.0,Wales,182.0,78.0,Midfielder,Leeds,63,https://media.api-sports.io/football/teams/63.png,2025,4.0
138908,E. Anderson,Elliot,Anderson,https://media.api-sports.io/football/players/138908.png,2002-11-06,23.0,Scotland,179.0,69.0,Midfielder,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2025,8.0
283265,E. Baggott,Elkan William Tio,Baggott,https://media.api-sports.io/football/players/283265.png,2002-10-23,23.0,Indonesia,196.0,91.0,Defender,Ipswich,57,https://media.api-sports.io/football/teams/57.png,2024,
885,E. Bailly,Eric Bertrand,Bailly,https://media.api-sports.io/football/players/885.png,1994-04-12,31.0,Côte d'Ivoire,187.0,77.0,Defender,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2023,
19340,E. Balcombe,Ellery Ronald,Balcombe,https://media.api-sports.io/football/players/19340.png,1999-10-15,26.0,England,190.0,92.0,Goalkeeper,Brentford,55,https://media.api-sports.io/football/teams/55.png,2025,31.0
436879,E. Ballard-Matthews,Emilio,Ballard-Matthews,https://media.api-sports.io/football/players/436879.png,2008-08-11,17.0,England,,,Attacker,Wolves,39,https://media.api-sports.io/football/teams/39.png,2024,
158378,E. Barrenechea,Enzo,Barrenechea,https://media.api-sports.io/football/players/158378.png,2001-05-25,24.0,Argentina,186.0,81.0,Midfielder,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2024,
303667,E. Beach,Edward James,Beach,https://media.api-sports.io/football/players/303667.png,2003-10-09,22.0,Wales,196.0,72.0,Goalkeeper,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
153422,E. Brierley,Ethan Craig,Brierley,https://media.api-sports.io/football/players/153422.png,2003-11-23,22.0,England,168.0,,Midfielder,Brentford,55,https://media.api-sports.io/football/teams/55.png,2024,
19071,E. Buendía,Emiliano,Buendía Stati,https://media.api-sports.io/football/players/19071.png,1996-12-25,29.0,Argentina,172.0,72.0,Midfielder,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2025,10.0
161663,E. Cashin,Eiran Joe,Cashin,https://media.api-sports.io/football/players/161663.png,2001-11-09,24.0,Republic of Ireland,180.0,86.0,Defender,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
272728,E. Cornelisse,Enzo,Cornelisse,https://media.api-sports.io/football/players/272728.png,2002-06-29,23.0,Netherlands,178.0,68.0,Defender,Vitesse,200,https://media.api-sports.io/football/teams/200.png,2022,
80,E. Dennis,Emmanuel Bonaventure,Dennis,https://media.api-sports.io/football/players/80.png,1997-11-15,28.0,Nigeria,175.0,67.0,Forward,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
175,E. Dier,Eric Jeremy Edgar,Dier,https://media.api-sports.io/football/players/175.png,1994-01-15,31.0,England,188.0,83.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2023,
409303,E. Diouf,El Hadji Malick,Diouf,https://media.api-sports.io/football/players/409303.png,2004-12-28,21.0,Senegal,183.0,,Midfielder,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,12.0
386307,E. Easton,Evan,Easton,https://media.api-sports.io/football/players/386307.png,2005-01-14,20.0,Scotland,,,Defender,Sheffield Utd,62,https://media.api-sports.io/football/teams/62.png,2023,
19586,E. Eze,Eberechi Oluchi,Eze,https://media.api-sports.io/football/players/19586.png,1998-06-29,27.0,England,178.0,73.0,Attacker,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2025,10.0
129643,E. Ferguson,Evan Joe,Ferguson,https://media.api-sports.io/football/players/129643.png,2004-10-19,21.0,Republic of Ireland,183.0,78.0,Attacker,West Ham,48,https://media.api-sports.io/football/teams/48.png,2024,
5996,E. Fernández,Enzo Jeremías,Fernández,https://media.api-sports.io/football/players/5996.png,2001-01-17,24.0,Argentina,178.0,76.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2025,8.0
385726,E. González,Enso David,González Medina,https://media.api-sports.io/football/players/385726.png,2005-01-20,20.0,Paraguay,169.0,69.0,Attacker,Wolves,39,https://media.api-sports.io/football/teams/39.png,2025,7.0
137303,E. Guessand,Evann,Guessand,https://media.api-sports.io/football/players/137303.png,2001-07-01,24.0,France,185.0,79.0,Attacker,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2025,29.0
1100,E. Haaland,Erling,Braut Haaland,https://media.api-sports.io/football/players/1100.png,2000-07-21,25.0,Norway,195.0,88.0,Attacker,Manchester City,50,https://media.api-sports.io/football/teams/50.png,2025,9.0
62,E. Horvath,Ethan Shea,Horvath,https://media.api-sports.io/football/players/62.png,1995-06-09,30.0,USA,191.0,84.0,Goalkeeper,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2023,
18770,E. Jakupović,Eldin,Jakupović,https://media.api-sports.io/football/players/18770.png,1984-10-02,41.0,Switzerland,191.0,85.0,Goalkeeper,Everton,45,https://media.api-sports.io/football/teams/45.png,2022,
19354,E. Konsa,Ezri,Konsa Ngoyo,https://media.api-sports.io/football/players/19354.png,1997-10-23,28.0,England,183.0,73.0,Defender,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2025,4.0
2855,E. Krafth,Emil Henry Kristoffer,Krafth,https://media.api-sports.io/football/players/2855.png,1994-08-02,31.0,Sweden,184.0,83.0,Defender,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2025,17.0
368030,E. Kroupi,Eli Junior,Kroupi,https://media.api-sports.io/football/players/368030.png,2006-06-23,19.0,France,179.0,70.0,Attacker,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,22.0
20638,E. Le Fée,Enzo Jérémy,Le Fée,https://media.api-sports.io/football/players/20638.png,2000-02-03,25.0,France,170.0,63.0,Midfielder,Sunderland,746,https://media.api-sports.io/football/teams/746.png,2025,28.0
19356,E. Marcondes,Emiliano,Marcondes Camargo Hansen,https://media.api-sports.io/football/players/19356.png,1995-03-09,30.0,Denmark,182.0,75.0,Midfielder,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2024,
19599,E. Martínez,Damián Emiliano,Martínez Romero,https://media.api-sports.io/football/players/19599.png,1992-09-02,33.0,Argentina,195.0,88.0,Goalkeeper,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2025,23.0
553065,E. Mayers,,,https://media.api-sports.io/football/players/553065.png,,18.0,,,,Defender,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,63.0
1093,E. Mwepu,Enock,Mwepu,https://media.api-sports.io/football/players/1093.png,1998-01-01,24.0,Zambia,184.0,76.0,Midfielder,Brighton,51,https://media.api-sports.io/football/teams/51.png,2022,
1468,E. Nketiah,Edward,Keddar Nketiah,https://media.api-sports.io/football/players/1468.png,1999-05-30,26.0,England,175.0,72.0,Attacker,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2025,9.0
313236,E. Nwaneri,Ethan Chidiebere,Nwaneri,https://media.api-sports.io/football/players/313236.png,2007-03-21,18.0,England,176.0,70.0,Midfielder,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2025,
19789,E. Pinnock,Ethan Rupert,Pinnock,https://media.api-sports.io/football/players/19789.png,1993-05-29,32.0,Jamaica,194.0,79.0,Defender,Brentford,55,https://media.api-sports.io/football/teams/55.png,2025,5.0
347066,E. Pollock,Euan,Pollock,https://media.api-sports.io/football/players/347066.png,2002-10-03,23.0,England,173.0,,Attacker,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2023,
138786,E. Simms,Ellis Reco,Simms,https://media.api-sports.io/football/players/138786.png,2001-01-05,24.0,England,191.0,73.0,Attacker,Everton,45,https://media.api-sports.io/football/teams/45.png,2022,
1161,E. Smith Rowe,Emile,Smith Rowe,https://media.api-sports.io/football/players/1161.png,2000-07-28,25.0,England,182.0,79.0,Midfielder,Fulham,36,https://media.api-sports.io/football/teams/36.png,2025,32.0
138901,E. Thorpe,Elliot,Morgan Thorpe,https://media.api-sports.io/football/players/138901.png,2000-11-09,25.0,Wales,176.0,,Midfielder,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
280672,E. Turns,Edward James,Turns,https://media.api-sports.io/football/players/280672.png,2002-10-18,23.0,Wales,185.0,78.0,Defender,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
181822,E. Wady,Ethan James,Wady,https://media.api-sports.io/football/players/181822.png,2002-01-23,21.0,USA,,,Goalkeeper,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2023,
362270,E. Wheatley,Ethan Joseph,Wheatley,https://media.api-sports.io/football/players/362270.png,2006-01-20,19.0,England,187.0,76.0,Attacker,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
2869,E. Álvarez,Edson Omar,Álvarez Velázquez,https://media.api-sports.io/football/players/2869.png,1997-10-24,28.0,Mexico,187.0,73.0,Midfielder,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,
47499,E. Ünal,Enes,Ünal,https://media.api-sports.io/football/players/47499.png,1997-05-10,28.0,Türkiye,187.0,78.0,Attacker,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,26.0
617,Ederson,Ederson,Santana de Moraes,https://media.api-sports.io/football/players/617.png,1993-08-17,32.0,Brazil,188.0,86.0,Goalkeeper,Manchester City,50,https://media.api-sports.io/football/teams/50.png,2025,
349799,Eliezer Mayenda,Eliezer,Mayenda Dossou,https://media.api-sports.io/football/players/349799.png,2005-05-08,20.0,Spain,180.0,75.0,Attacker,Sunderland,746,https://media.api-sports.io/football/teams/746.png,2025,12.0
284385,Elijah Xavier Campbell,Elijah,Xavier Campbell,https://media.api-sports.io/football/players/284385.png,2004-08-02,21.0,England,182.0,63.0,Defender,Everton,45,https://media.api-sports.io/football/teams/45.png,2025,
340919,Ellis Stanton,Ellis,Stanton,https://media.api-sports.io/football/players/340919.png,2005-02-19,20.0,England,,,Midfielder,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2024,
378981,Elyh Harrison,Elyh,Harrison,https://media.api-sports.io/football/players/378981.png,2006-02-19,19.0,England,182.0,,Goalkeeper,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
2284,Emerson,Emerson,Palmieri dos Santos,https://media.api-sports.io/football/players/2284.png,1994-08-03,31.0,Italy,176.0,63.0,Defender,West Ham,48,https://media.api-sports.io/football/teams/48.png,2024,
1566,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,https://media.api-sports.io/football/players/1566.png,1999-01-14,26.0,Brazil,181.0,79.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2024,
380492,Eric Emanuel da Silva Moreira,Eric Emanuel,da Silva Moreira,https://media.api-sports.io/football/players/380492.png,2006-05-03,19.0,Germany,184.0,82.0,Attacker,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
425733,Estêvão,Estêvão Willian,Almeida de Oliveira Gonçalves,https://media.api-sports.io/football/players/425733.png,2007-04-24,18.0,Brazil,176.0,62.0,Attacker,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2025,41.0
284307,Ethan Ennis,Ethan,Ennis,https://media.api-sports.io/football/players/284307.png,2004-12-11,21.0,England,178.0,,Attacker,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
379678,Ethan Sutherland,Ethan,Sutherland,https://media.api-sports.io/football/players/379678.png,2006-04-25,19.0,Scotland,182.0,,Midfielder,Wolves,39,https://media.api-sports.io/football/teams/39.png,2025,3.0
365664,Ethan Williams,Ethan,Williams,https://media.api-sports.io/football/players/365664.png,2005-11-14,20.0,England,,,Attacker,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
152856,Evanilson,Francisco Evanilson,de Lima Barbosa,https://media.api-sports.io/football/players/152856.png,1999-10-06,26.0,Brazil,183.0,80.0,Attacker,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,9.0
405530,Ezra Mayers,Ezra,Mayers,https://media.api-sports.io/football/players/405530.png,2007-01-16,18.0,England,183.0,,Defender,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,
18978,F. Andone,Florin,Andone,https://media.api-sports.io/football/players/18978.png,1993-04-11,32.0,Romania,180.0,78.0,Forward,Brighton,51,https://media.api-sports.io/football/teams/51.png,2022,
138777,F. Anjorin,Faustino Adebola Rasheed,Anjorin,https://media.api-sports.io/football/players/138777.png,2001-11-23,24.0,England,185.0,73.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
325851,F. Back,Finley,Back,https://media.api-sports.io/football/players/325851.png,2002-09-25,23.0,England,188.0,72.0,Defender,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
105,F. Ballo-Touré,Fodé,Ballo-Touré,https://media.api-sports.io/football/players/105.png,1997-01-03,28.0,Senegal,182.0,70.0,Defender,Fulham,36,https://media.api-sports.io/football/teams/36.png,2024,
138835,F. Balogun,Folarin Jerry,Balogun,https://media.api-sports.io/football/players/138835.png,2001-07-03,24.0,USA,178.0,66.0,Attacker,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2023,
311334,F. Buonanotte,Facundo Valentín,Buonanotte,https://media.api-sports.io/football/players/311334.png,2004-12-23,21.0,Argentina,174.0,66.0,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2025,40.0
158696,F. Burns,Finley Jack,Burns,https://media.api-sports.io/football/players/158696.png,2003-06-17,22.0,England,191.0,87.0,Defender,Manchester City,50,https://media.api-sports.io/football/teams/50.png,2024,
30410,F. Chiesa,Federico,Chiesa,https://media.api-sports.io/football/players/30410.png,1997-10-25,28.0,Italy,175.0,70.0,Attacker,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2025,14.0
